	iata	icao	latitude	longitude	pm10
7210	TVI	KTVI	30.9016	-83.8813	1.98
7211	TVL	KTVL	38.8939	-119.995	1.94
7212	FAI	PAFA	64.8151	-147.856	0.59
7213	FAF	KFAF	37.1325	-76.6088	5.73
7214	MBS	KMBS	43.5329	-84.0796	5.88
7215	TWA		59.0756	-160.273	0.57
7216	MMH	KMMH	37.6241	-118.838	0.54
7217	TWD		48.0538	-122.811	6.47
7218	TWE	KTYL	65.6793	-164.799	0.5
7219	TWF	KTWF	42.4818	-114.488	23.53
7220	MMI	KMMI	35.3973	-84.5626	8.68
7221	MBL	KMBL	44.2724	-86.2469	6.83
7222	MML	KMML	44.4505	-95.8219	8.57
7223	MMN		42.4618	-71.5184	0.82
7224	MBG	KMBG	45.5465	-100.408	7.01
7225	EYW	KEYW	24.5561	-81.7596	14.34
7226	TXK	KTXK	33.4537	-93.991	6.38
7227	EYR		39.0041	-119.158	40.69
7228	MMS	KMMS	34.2315	-90.2896	8.45
7229	MMT	KMMT	33.9208	-80.8013	12.46
7230	EXI		58.4205	-135.449	0.51
7231	MMU	KMMU	40.7994	-74.4149	3.5
7232	MAZ	TJMZ	18.2557	-67.1485	6.16
7233	TYE		61.0767	-151.138	0.5
7234	MAW	KMAW	36.6006	-89.9922	5.8
7235	EWN	KEWN	35.073	-77.0429	5.47
7236	MNM	KMNM	45.1267	-87.6384	4.58
7237	EWK	KEWK	38.0582	-97.2745	9.09
7238	EWB	KEWB	41.6761	-70.9569	3.42
7239	EVW	KEVW	41.2748	-111.035	6.11
7240	EVM	KEVM	47.4251	-92.4985	2.45
7241	TYR	KTYR	32.3541	-95.4024	5.78
7242	TYS	KTYS	35.811	-83.994	15.81
7243	TYZ	KTYL	34.4528	-110.115	4.18
7244	MNN	KMNN	40.6162	-83.0635	7.39
7245	TZC	KCFS	43.4588	-83.4455	5.63
7246	MNT		65.1437	-149.37	0.5
7247	MNZ	KHEF	38.7214	-77.5154	7.16
7248	EVA		30.321	-94.0735	7.43
7249	MOB	KMOB	30.6912	-88.2428	4.21
7250	MAF	KMAF	31.9425	-102.202	12.86
7251	MOD	KMOD	37.6258	-120.954	0.71
7252	MAE	KMAE	36.9886	-120.112	1.23
7253	MAC	KMAC	32.8221	-83.562	2.79
7254	LZU	KLZU	33.9781	-83.9624	14.73
7255	EUG	KEUG	44.1246	-123.212	5.32
7256	EUF	KEUF	31.9513	-85.1289	6.9
7257	MOP	KMOP	43.6217	-84.7375	7.67
7258	MGR	KMGR	31.0849	-83.8033	1.94
7259	EUE		39.6042	-116.005	5.69
7260	MOR	KMOR	36.1795	-83.3752	11.72
7261	ETS	KEDN	31.2997	-85.8999	3.9
7262	ETN	KETN	32.4135	-98.8098	13.2
7263	MOS		47.777	10.623	3.13
7264	UBS	KUBS	33.4654	-88.3803	8.38
7265	ETB	KETB	43.4222	-88.1279	9.57
7266	ESW	KESW	47.2542	-121.186	0.64
7267	MOT	KMOT	48.2594	-101.28	2.93
7268	UCC	KUCC	36.9458	-116.038	8.8
7269	UCE		30.4663	-92.4238	9.41
7270	MOU	PAMO	62.0954	-163.682	0.5
7271	MOX	KMOX	45.5704	-95.9684	8.25
7272	MPB		25.7783	-80.1703	12.62
7273	UCY	KUCY	36.3818	-88.9854	6.23
7274	EST	KEST	43.4074	-94.7464	10.92
7275	UDD	KUDD	33.7484	-116.275	9.43
7276	MPJ	KMPJ	35.1389	-92.9092	4.93
7277	ESP		41.0358	-75.1606	3.02
7278	LYU	KELO	47.8245	-91.8307	1.44
7279	ESO		36.03	-106.046	2.96
7280	ESN	KESN	38.8042	-76.069	7.6
7281	MPO	KMPO	41.1375	-75.3789	4.14
7282	MPR	KMPR	38.3524	-97.6913	8.69
7283	MPS	KOSA	32.8981	-79.7828	4.13
7284	MPV	KMPV	44.2035	-72.5623	2.51
7285	UES	KUES	43.041	-88.2371	8.4
7286	MPZ	KMOP	40.9466	-91.5111	2.47
7287	LYO	KLYO	38.3428	-98.2269	11.6
7288	MQB	KMQB	40.5201	-90.6524	2.86
7289	UGB		57.4254	-157.74	0.52
7290	UGI		57.7304	-153.321	0.51
7291	UGN	KUGN	42.4222	-87.8679	8.01
7292	LYH	KLYH	37.3267	-79.2004	6.59
7293	UGS		57.5279	-157.399	0.51
7294	ESF	KESF	31.3949	-92.2958	6.3
7295	LXV	KLKV	39.2203	-106.317	2.47
7296	ESD	KORS	48.7082	-122.91	3.52
7297	MQT	KSAW	46.3536	-87.3954	2.41
7298	UIL	KUIL	47.9366	-124.563	1.66
7299	UIN	KUIN	39.9427	-91.1946	3.14
7300	ESC	KESC	45.7227	-87.0937	3.91
7301	LXN	KLXN	40.791	-99.7773	13.06
7302	MQW	KMQW	32.0946	-82.8822	2.09
7303	MQY	KMQY	36.009	-86.5201	11.52
7304	LWV	KLWV	38.7643	-87.6055	9.51
7305	MRB	KMRB	39.4019	-77.9846	5.99
7306	MRC	KMRC	35.5541	-87.1789	7.13
7307	MFR	KMFR	42.3742	-122.873	3.14
7308	ERV	KERV	29.9767	-99.0857	13.61
7309	MRF	KMRF	30.3711	-104.018	19.61
7310	UKI	KUKI	39.126	-123.201	0.78
7311	LWT	KLWT	47.0493	-109.467	4.52
7312	UKN		43.2805	-91.4695	5.54
7313	MRI	PAMR	61.2135	-149.844	0.66
7314	UKT	KUKT	40.4352	-75.3819	5.56
7315	LWS	KLWS	46.3745	-117.015	3.73
7316	MRK	KMKY	25.995	-81.6725	6.86
7317	MRN	KMRN	35.8202	-81.6114	2.2
7318	LWM	KLWM	42.7172	-71.1234	1.94
7319	LWL	KLWL	41.1171	-114.922	22.36
7320	ULM	KULM	44.3196	-94.5023	10.52
7321	LWC	KLWM	39.0112	-95.2166	6.97
7322	LWB	KLWB	37.8583	-80.3995	4.41
7323	MRY	KMRY	36.587	-121.843	1.07
7324	ERR	KERR	44.7925	-71.1642	0.77
7325	LVS	KLVS	35.6542	-105.142	1.44
7326	LVM	KLVM	45.6994	-110.448	11.05
7327	MSC	KFFZ	33.4608	-111.728	5.34
7328	MSD		39.5266	-111.476	14.51
7329	ERI	KERI	42.0831	-80.1739	8.99
7330	LVL	KLVL	36.7728	-77.7943	4.41
7331	MSL	KMSL	34.7453	-87.6102	8.27
7332	LVK	KLVK	37.6934	-121.82	1.66
7333	UMM	PAST	63.3315	-149.127	0.5
7334	MSN	KMSN	43.1399	-89.3375	10.57
7335	MSO	KMSO	46.9163	-114.091	3.86
7336	UMT	PAUM	69.3711	-152.136	0.5
7337	MSP	KMSP	44.882	-93.2218	19.16
7338	MSS	KMSS	44.9358	-74.8456	3.97
7339	MSV	KMSV	41.7016	-74.795	2.14
7340	LVD		61.3591	-155.44	0.51
7341	MSY	KMSY	29.9934	-90.258	5.9
7342	LUR	PALU	68.8751	-166.11	0.55
7343	UNK	PAUN	63.8884	-160.799	0.5
7344	MTC	KMTC	42.6135	-82.8369	12.56
7345	LUP	PHLU	21.211	-156.974	5.18
7346	UNU	KUNU	43.4266	-88.7032	9.17
7347	UOS	KUOS	35.2051	-85.8981	4.31
7348	UOX	KUOX	34.3843	-89.5368	11.0
7349	EPH	KEPH	47.3076	-119.516	6.59
7350	EPG		40.8675	-96.11	5.69
7351	LUL	KLUL	31.6726	-89.1722	7.74
7352	UPP	PHUP	20.2653	-155.86	4.4
7353	EOS	KEOS	36.8065	-94.391	8.16
7354	LUK	KLUK	39.1033	-84.4186	14.73
7355	EOK	KEOK	40.4599	-91.4285	2.54
7356	ENW	KENW	42.5957	-87.9278	8.01
7357	ENV	KENV	40.7187	-114.031	53.18
7358	MTH	KMTH	24.7261	-81.0514	13.13
7359	LUF	KLUF	33.535	-112.383	11.99
7360	MTJ	KMTJ	38.5098	-107.894	3.64
7361	MTM	PAMM	55.131	-131.578	0.6
7362	MTN	KMTN	39.3257	-76.4138	12.35
7363	ENN	PANN	64.5473	-149.074	0.5
7364	MTO	KMTO	39.4779	-88.2792	5.0
7365	MTP	KMTP	41.0765	-71.9208	0.98
7366	MTW	KMTW	44.1288	-87.6806	7.41
7367	ENL	KENL	38.5151	-89.0911	5.44
7368	USA	KJQF	35.3878	-80.7091	13.61
7369	USC		40.2249	-83.3519	6.48
7370	MTX	PABK	64.8068	-147.762	0.58
7371	END	KEND	36.3392	-97.9165	13.56
7372	LTW		38.3154	-76.5501	10.83
7373	ENA	PAEN	60.5731	-151.245	0.95
7374	LTS	KLTS	34.6671	-99.2667	17.96
7375	MUE	PHMU	20.0013	-155.668	1.94
7376	MUI	KMUI	40.4348	-76.5694	4.86
7377	MUL	KMUL	31.1378	-83.7042	1.91
7378	EMT	KEMT	34.0861	-118.035	11.98
7379	UST	KSGJ	29.9592	-81.3398	4.56
7380	MUO	KMUO	43.0436	-115.872	15.31
7381	EMP	KEMP	38.3321	-96.1912	7.17
7382	MUT	KMUT	41.3678	-91.1482	2.43
7383	LSV	KLSV	36.2362	-115.034	33.07
7384	LSN	KLSN	37.0629	-120.869	1.82
7385	MVC	KMVC	31.458	-87.351	5.86
7386	EMM	KEMM	41.8241	-110.557	15.53
7387	MVE	KMVE	44.9691	-95.7103	10.03
7388	UTM	KUTA	34.681	-90.3467	6.66
7389	UTO	PAIM	65.9928	-153.704	0.5
7390	LSK	KLSK	42.7538	-104.405	9.31
7391	LSF	KLSF	32.3373	-84.9913	8.76
7392	MVL	KMVL	44.5346	-72.614	1.1
7393	MVM		36.7164	-110.228	21.12
7394	MVN	KMVN	38.3219	-88.8535	4.77
7395	LSE	KLSE	43.879	-91.2567	6.11
7396	UUK	PAKU	70.3308	-149.598	0.56
7397	LSB	KLSB	32.3335	-108.692	42.91
7398	LRU	KLRU	32.2894	-106.922	41.42
7399	UVA	KUVA	29.2113	-99.7436	10.89
7400	MVW	KBVS	48.4709	-122.421	1.94
7401	MVY	KMVY	41.3931	-70.6143	2.07
7402	EMK	PAEM	62.7861	-164.491	0.51
7403	UWA		42.282	-72.2148	0.77
7404	MWA	KMWA	37.755	-89.0111	4.13
7405	ELZ	KELZ	42.1095	-77.99	4.26
7406	LRJ	KLRJ	42.778	-96.1937	9.87
7407	ELY	KELY	39.2997	-114.842	1.9
7408	MWC	KMWC	43.1104	-88.0344	9.08
7409	ELW		60.8938	-146.704	0.5
7410	ELV	PAEL	58.1952	-136.347	0.52
7411	VAD	KVAD	30.9678	-83.193	1.59
7412	MWH	KMWH	47.2077	-119.32	7.45
7413	ELP	KELP	31.8072	-106.378	45.94
7414	MWL	KMWL	32.7816	-98.0602	14.88
7415	VAK	PAVA	61.5409	-165.6	0.53
7416	ELN	KELN	47.033	-120.531	2.38
7417	MWM	KMWM	43.9134	-95.1094	10.23
7418	MWO	KMWO	39.531	-84.3953	12.44
7419	LRF	KLRF	34.9169	-92.1497	5.84
7420	ELM	KELM	42.1599	-76.8916	4.02
7421	LRD	KLRD	27.5438	-99.4616	8.53
7422	MXA	KMXA	35.8944	-90.1546	3.97
7423	ELK	KELK	35.4308	-99.3943	15.89
7424	MXC		37.9324	-109.341	15.12
7425	LQK	KLQK	34.81	-82.7029	3.13
7426	MXE	KMEB	34.7919	-79.3658	5.11
7427	VBG	KVBG	34.7373	-120.584	0.73
7428	MXF	KMXF	32.3829	-86.3658	11.88
7429	ELI	PFEL	64.6147	-162.272	0.5
7430	MXG		42.3432	-71.509	1.12
7431	MXO	KMXO	42.2263	-91.1635	5.79
7432	LPS		48.4839	-122.938	5.53
7433	ELD	KELD	33.221	-92.8133	4.28
7434	ELA	KELA	29.6006	-96.3219	9.51
7435	EKX	KEKX	37.686	-85.925	3.92
7436	VCT	KVCT	28.8526	-96.9185	8.54
7437	VCV	KVCV	34.5975	-117.383	4.14
7438	MXY	PAMX	61.4371	-142.904	0.5
7439	MYF	KMYF	32.8157	-117.14	11.75
7440	LPC	KLPC	34.6656	-120.468	0.73
7441	EKO	KEKO	40.8249	-115.792	16.63
7442	VDI	KVDI	32.1927	-82.3712	2.7
7443	EKN	KEKN	38.8894	-79.8571	4.33
7444	MYH		36.8116	-111.642	54.0
7445	LOZ	KLOZ	37.0822	-84.0849	3.34
7446	VDZ	PAVD	61.1339	-146.248	0.51
7447	VEE	PAVE	67.0087	-146.366	0.5
7448	VEL	KVEL	40.4409	-109.51	7.62
7449	LOW	KLKU	38.0098	-77.9701	7.31
7450	MYK		61.3357	-142.687	0.5
7451	VEX		48.3805	-102.898	4.36
7452	EKA	KEKA	40.8034	-124.113	0.55
7453	MYL	KMYL	44.8897	-116.101	2.8
7454	LOU	KLOU	38.228	-85.6637	11.86
7455	LOT	KLOT	41.6073	-88.0962	9.07
7456	VGT	KVGT	36.2107	-115.194	33.07
7457	MYR	KMYR	33.6797	-78.9283	6.89
7458	EIL	PAEI	64.6657	-147.102	0.55
7459	MYU	PAMY	60.3714	-166.271	0.82
7460	VHN	KVHN	31.0578	-104.784	27.76
7461	MYV	KMYV	39.0978	-121.57	0.66
7462	MZJ	KMZJ	32.5106	-111.328	13.32
7463	LOL	KLOL	40.0664	-118.565	20.69
7464	LNY	PHNY	20.7856	-156.951	1.96
7465	LNS	KLNS	40.1217	-76.2961	7.44
7466	EHM	PAEH	58.6464	-162.063	0.72
7467	EGX	PAII	58.1855	-157.375	0.52
7468	VIH	KVIH	38.1274	-91.7695	3.75
7469	LNR	KLNR	43.2117	-90.1816	12.27
7470	LNP	KLNP	36.9875	-82.53	5.08
7471	LNN	KLNN	41.684	-81.3897	12.5
7472	VIS	KVIS	36.3187	-119.393	1.92
7473	EGV	KEGV	45.9323	-89.2683	5.28
7474	LNK	KLNK	40.851	-96.7592	7.84
7475	LNI	PALN	70.9107	-153.242	0.92
7476	EGP		28.8572	-100.512	8.6
7477	LND	KLND	42.8152	-108.73	2.09
7478	LNA	KLNA	26.593	-80.0851	12.11
7479	VJI	KVJI	36.6871	-82.0333	6.88
7480	LMT	KLMT	42.1561	-121.733	1.15
7481	LMS	KLMS	33.1462	-89.0625	9.11
7482	VKS	KVKS	32.2393	-90.9284	7.37
7483	NBG	KNBG	29.8253	-90.035	6.32
7484	VLA	KVLA	38.9915	-89.1662	5.87
7485	MGI		28.323	-96.464	12.02
7486	VLD	KVLD	30.7825	-83.2767	1.84
7487	VLE		35.6506	-112.148	7.05
7488	LMA	PAMH	63.886	-152.302	0.5
7489	LLY	KVAY	39.9429	-74.8457	11.23
7490	EGI	KEGI	30.6504	-86.5229	2.74
7491	EGE	KEGE	39.6426	-106.918	5.97
7492	EFW	KEFW	42.0102	-94.3426	7.48
7493	EFK	KUUU	44.8888	-72.2292	1.88
7494	LLX	KCDA	44.5691	-72.018	1.0
7495	NCN	PFCB	60.0773	-147.992	0.5
7496	EFD	KEFD	29.6073	-95.1588	8.4
7497	NCO	KOQU	41.5971	-71.4121	0.9
7498	LKV	KLKV	42.1611	-120.399	4.55
7499	LKP	KLKP	44.2645	-73.9619	3.25
7500	VNC	KVNC	27.0716	-82.4403	7.15
7501	EEN	KEEN	42.8984	-72.2708	0.67
7502	MGJ	KMGJ	41.51	-74.2646	2.96
7503	EEK	PAEE	60.2137	-162.044	0.56
7504	EED	KEED	34.7663	-114.623	41.15
7505	LKK	PAKL	58.9821	-155.121	0.5
7506	LKE		47.629	-122.339	18.36
7507	VNY	KVNY	34.2098	-118.49	5.98
7508	EDW	KEDW	34.9054	-117.884	21.78
7509	LJN	KLBX	29.1086	-95.4621	8.22
7510	LIZ		46.9504	-67.8859	1.07
7511	LIY	KLHW	31.8891	-81.5623	2.79
7512	VOK	KVOK	43.939	-90.2534	5.55
7513	EDK	KEQA	37.7741	-96.8176	9.87
7514	EDF	PAED	61.251	-149.807	0.66
7515	NEL	KNEL	40.0333	-74.3533	6.09
7516	EDE	KEDE	36.0277	-76.5671	4.83
7517	NEN	KNEN	30.3539	-81.8719	2.4
7518	VPS	KVPS	30.4832	-86.5254	2.3
7519	NEW	KNEW	30.0424	-90.0283	4.85
7520	EDA		55.9497	-133.661	2.19
7521	VQQ	KVQQ	30.2187	-81.8767	2.4
7522	VQS	TJVQ	18.1348	-65.4936	1.45
7523	ECS	KECS	43.8854	-104.318	24.22
7524	VRB	KVRB	27.6556	-80.4179	10.37
7525	NFL	KNFL	39.4166	-118.701	41.69
7526	LIV		65.467	-148.653	0.5
7527	ECP	KECP	30.3571	-85.7954	2.08
7528	LIT	KLIT	34.7294	-92.2243	7.0
7529	NGF	PHNG	21.4505	-157.768	5.14
7530	ECG	KECG	36.2606	-76.1746	5.96
7531	VRS		38.4278	-92.8752	4.12
7532	NGP	KNGP	27.6926	-97.2911	14.44
7533	LIH	PHLI	21.976	-159.339	4.46
7534	VSF	KVSF	43.3436	-72.5173	0.65
7535	NGU	KNGU	36.9376	-76.2893	6.87
7536	NGW	KNGW	27.7027	-97.4389	13.38
7537	ECA		44.3128	-83.4223	6.62
7538	LIC	KLIC	39.2748	-103.666	8.19
7539	EBS	KEBS	42.4366	-93.8689	8.15
7540	NHK	KNHK	38.286	-76.4118	10.83
7541	LHV	KLHV	41.1356	-77.4223	4.86
7542	VTN	KVTN	42.8578	-100.548	15.44
7543	NHX	KNBJ	30.3891	-87.6353	3.11
7544	NHZ	KBXM	43.8922	-69.9386	2.13
7545	NIB	PAFS	63.0186	-154.358	0.5
7546	NIN		60.0207	-151.591	0.51
7547	NIP	KNIP	30.2358	-81.6806	3.17
7548	NIR		28.3624	-97.6619	14.62
7549	EAU	KEAU	44.8658	-91.4843	5.01
7550	EAT	KEAT	47.3989	-120.207	7.15
7551	LGU	KLGU	41.7912	-111.852	6.96
7552	NJK	KNJK	32.8292	-115.672	11.16
7553	LGF	KLGF	32.86	-114.397	35.26
7554	EAR	KEAR	40.727	-99.0068	10.72
7555	LGD	KLGD	45.2902	-118.007	2.14
7556	EAN	KEAN	42.0555	-104.929	7.71
7557	NKI		55.8496	-133.228	0.82
7558	LGC	KLGC	33.0089	-85.0726	20.45
7559	VYS	KVYS	41.3519	-89.1531	8.04
7560	WAA	PAIW	65.6226	-168.095	0.64
7561	LGB	KLGB	33.8177	-118.152	15.1
7562	NKX	KNKX	32.8684	-117.143	11.75
7563	NLC	KNLC	36.333	-119.952	1.35
7564	WAH	KBWP	46.2441	-96.6074	4.64
7565	NLE		41.8359	-86.2252	9.5
7566	LFT	KLFT	30.2053	-91.9876	10.34
7567	WAL	KWAL	37.9402	-75.4664	4.35
7568	NLG	PAOU	56.0075	-161.16	0.55
7569	LFN	KLHZ	36.0233	-78.3303	4.14
7570	NLN		40.7193	-123.928	0.54
7571	LFK	KLFK	31.234	-94.75	8.18
7572	LFI	KLFI	37.0829	-76.3605	6.41
7573	LEX	KLEX	38.0365	-84.6059	6.11
7574	NME	PAGT	60.471	-164.701	0.57
7575	WAY	KWAY	39.9001	-80.1331	5.85
7576	LEW	KLEW	44.0485	-70.2835	1.02
7577	WBB		63.516	-162.278	0.5
7578	LEM	KLEM	45.9187	-102.106	6.39
7579	NNK		58.7329	-157.02	0.52
7580	WBK		44.2448	-84.1798	9.45
7581	NNL	PANO	59.9802	-154.839	0.51
7582	LEE	KLEE	28.8231	-81.8087	3.83
7583	WBQ	PAWB	66.3622	-147.407	0.5
7584	WBR	KRQB	43.7226	-85.5041	10.27
7585	WBU	KBDU	40.0394	-105.226	1.39
7586	WBW	KWBW	41.2972	-75.8512	4.38
7587	LEB	KLEB	43.6261	-72.3042	1.07
7588	DYS	KDYS	32.4208	-99.8546	12.62
7589	WCR	PALR	67.5045	-148.483	0.5
7590	WDG	KWDG	36.3792	-97.7911	13.14
7591	LDM	KLDM	43.9625	-86.4079	8.08
7592	LDJ	KLDJ	40.6174	-74.2446	4.88
7593	WDN		48.7118	-123.018	5.44
7594	WDR	KWDR	33.9829	-83.6674	12.57
7595	DYL	KDYL	40.333	-75.1223	4.57
7596	WEA	KWEA	32.7463	-97.6824	16.03
7597	DXR	KDXR	41.3715	-73.4822	5.24
7598	DXE	KMBO	32.4387	-90.1031	10.35
7599	NOT	KDVO	38.1436	-122.556	1.94
7600	DWH	KDWH	30.0618	-95.5528	7.84
7601	WFB		55.3499	-131.677	0.55
7602	NPA	KNPA	30.3527	-87.3186	3.24
7603	WFK	KFVE	47.2855	-68.3128	1.86
7604	NPH		39.7388	-111.872	10.0
7605	LCQ	KLCQ	30.182	-82.5769	1.84
7606	LCK	KLCK	39.8138	-82.9278	13.85
7607	DVT	KDVT	33.6883	-112.083	7.11
7608	WGO	KOKV	39.1435	-78.1444	7.37
7609	NPT	KUUU	41.5324	-71.2815	2.42
7610	DVN	KDVN	41.6103	-90.5883	6.41
7611	WHD		55.9033	-130.01	0.5
7612	NQA	KNQA	35.3567	-89.8703	5.93
7613	NQI	KNQI	27.5072	-97.8097	9.46
7614	DVL	KDVL	48.1142	-98.9088	0.65
7615	LCI	KLCI	43.5727	-71.4189	0.66
7616	WHP	KWHP	34.2593	-118.413	5.98
7617	LCH	KLCH	30.1261	-93.2233	5.82
7618	WHT	KARM	29.2543	-96.1544	7.97
7619	DUT	PADU	53.9001	-166.544	0.56
7620	NQX	KNQX	24.5758	-81.6889	14.34
7621	NRB	KNRB	30.3911	-81.4247	4.48
7622	DUJ	KDUJ	41.1783	-78.8987	8.42
7623	DUG	KDUG	31.469	-109.604	8.6
7624	NRC	KNRC	37.408	-121.109	1.75
7625	DUF		36.2535	-75.7885	3.73
7626	LBT	KLBT	34.6099	-79.0594	5.32
7627	WJF	KWJF	34.7411	-118.219	5.09
7628	LBL	KLBL	37.0442	-100.96	10.77
7629	NRI		36.5776	-94.8619	7.34
7630	LBF	KLBF	41.1262	-100.684	13.19
7631	LBE	KLBE	40.2759	-79.4048	9.39
7632	DUC	KDUC	34.4709	-97.9599	12.95
7633	WKK		59.2826	-158.618	0.54
7634	WKL		19.9205	-155.861	12.45
7635	DUA	KDUA	33.9423	-96.3945	6.82
7636	WLD	KWLD	37.1686	-97.0376	9.31
7637	DTR		48.4998	-122.814	5.53
7638	NRR	TJRV	18.2453	-65.6434	1.15
7639	WLK	PASK	66.6001	-159.986	0.5
7640	DTN	KDTN	32.5402	-93.745	8.51
7641	DTL	KDTL	46.8252	-95.8857	3.42
7642	DTH		36.4638	-116.881	9.48
7643	WLR		55.6013	-131.637	0.53
7644	WLW	KWLW	39.5164	-122.218	0.55
7645	NRS	KNRS	32.5667	-117.117	4.67
7646	LBB	KLBB	33.6636	-101.823	17.46
7647	WMC	KWMC	40.8966	-117.806	28.12
7648	NSE	KNSE	30.7242	-87.0219	3.42
7649	DTA	KDTA	39.3806	-112.508	13.22
7650	WMH	KBPK	36.3689	-92.4705	3.84
7651	LAX	KLAX	33.9425	-118.408	2.56
7652	WMK		55.7396	-132.255	0.54
7653	LAW	KLAW	34.5677	-98.4166	13.49
7654	NSL	KDVP	43.9868	-95.7826	9.6
7655	WMO	PAWM	64.6892	-163.413	0.5
7656	LAS	KLAS	36.0801	-115.152	38.99
7657	LAR	KLAR	41.3121	-105.675	2.29
7658	NTD	KNTD	34.1203	-119.121	2.23
7659	WNA	PANA	60.6903	-161.979	0.52
7660	DSV	KDSV	42.5709	-77.7131	3.49
7661	LAN	KLAN	42.7787	-84.5874	9.33
7662	LAM	KLAM	35.8798	-106.269	0.87
7663	NTJ		39.3291	-111.615	7.61
7664	DSM	KDSM	41.534	-93.6631	9.2
7665	LAL	KLAL	27.9889	-82.0186	5.85
7666	LAA	KLAA	38.0697	-102.688	12.16
7667	NTU	KNTU	36.8207	-76.0335	5.17
7668	DSI	KDTS	30.4001	-86.4715	2.3
7669	NUI	PAQT	70.21	-151.006	0.54
7670	NUL	PANU	64.7293	-158.074	0.5
7671	NUN	KNUN	30.4694	-87.3381	3.55
7672	WOW	PAUO	61.7542	-150.052	0.5
7673	NUP		60.9056	-162.44	0.51
7674	NUQ	KNUQ	37.4161	-122.049	1.73
7675	DRU		46.6208	-113.205	2.0
7676	DRT	KDRT	29.3742	-100.927	9.91
7677	DRO	KDRO	37.1515	-107.754	5.7
7678	KZB		57.553	-153.746	0.52
7679	WPO		38.8317	-107.646	3.26
7680	NUW	KNUW	48.3518	-122.656	6.58
7681	DRI	KDRI	30.8317	-93.3399	7.17
7682	DRG	PADE	66.0696	-162.766	0.52
7683	WRB	KWRB	32.6401	-83.5919	5.18
7684	NVD	KNVD	37.853	-94.3045	6.13
7685	WRG	PAWG	56.4843	-132.37	0.51
7686	WRI	KWRI	40.0156	-74.5917	7.12
7687	WRL	KWRL	43.9657	-107.951	14.87
7688	DRF		60.5889	-152.162	0.5
7689	NVN		39.8185	-120.353	1.89
7690	DRE	KDRM	46.0093	-83.7439	3.81
7691	DRA	KDRA	36.6194	-116.033	9.65
7692	KYU	PFKU	64.8761	-157.727	0.5
7693	WSB		55.5296	-133.642	2.61
7694	WSD	KWSD	32.3415	-106.403	52.16
7695	WSF	PACS	61.1821	-149.863	0.59
7696	WSG	KAFJ	40.1365	-80.2902	6.85
7697	WSH	KHWV	40.8219	-72.8694	2.1
7698	WSM		67.4046	-150.123	0.5
7699	WSN	PFWS	58.7034	-157.008	0.52
7700	NWH		40.4625	-74.3306	8.7
7701	KYO		28.2213	-82.3745	4.56
7702	WST	KWST	41.3496	-71.8034	1.18
7703	WSX		48.6179	-122.953	3.52
7704	MFV	KMFV	37.6469	-75.7611	4.13
7705	NYG	KNYG	38.5017	-77.3053	10.35
7706	KYK	PAKY	57.5671	-154.45	0.53
7707	DPG	KDPG	40.1994	-112.937	84.31
7708	MGM	KMGM	32.3006	-86.394	11.88
7709	WTK	PAWN	67.5661	-162.975	0.5
7710	WTL		60.3353	-162.667	0.59
7711	DPA	KDPA	41.9078	-88.2486	8.48
7712	NZY	KNZY	32.6992	-117.215	2.78
7713	KXA		55.5374	-132.398	0.55
7714	WTR		33.8125	-109.987	4.47
7715	KWT	PFKW	60.7903	-161.444	0.52
7716	OAJ	KOAJ	34.8292	-77.6121	3.85
7717	DOV	KDOV	39.1295	-75.466	4.68
7718	OAK	KOAK	37.7213	-122.221	2.31
7719	KWP		57.7701	-153.549	0.51
7720	OAR	KOAR	36.6819	-121.762	0.62
7721	KWN	PAQH	59.7551	-161.845	0.63
7722	KWK	PAGG	59.8765	-163.169	0.59
7723	OBE	KOBE	27.2628	-80.8498	9.86
7724	KWF		55.2963	-133.243	1.83
7725	OBU	PAOB	66.9123	-156.897	0.5
7726	OCA		25.3254	-80.2748	10.7
7727	KVL	PAVL	67.7362	-164.563	0.5
7728	WVI	KWVI	36.9357	-121.79	0.71
7729	OCE	KOXB	38.3104	-75.124	3.71
7730	WVL	KWVL	44.5332	-69.6755	2.87
7731	DNV	KDNV	40.1992	-87.5959	8.38
7732	WWA	PAWS	61.5717	-149.54	0.59
7733	WWD	KWWD	39.0085	-74.9083	4.88
7734	DNS	KDNS	41.9864	-95.3807	6.21
7735	OCF	KOCF	29.1726	-82.2242	3.22
7736	WWP		56.1163	-133.122	0.55
7737	WWR	KWWR	36.438	-99.5227	16.19
7738	WWT	PAEW	60.9391	-164.641	0.62
7739	OCH	KOCH	31.578	-94.7095	9.53
7740	DNN	KDNN	34.7229	-84.8702	13.5
7741	DNL	KDNL	33.4665	-82.0394	9.78
7742	WYB		55.9163	-131.801	0.52
7743	OCN	KOKB	33.2173	-117.354	10.35
7744	KVC	PAVC	55.1163	-162.266	0.6
7745	WYS	KWYS	44.6884	-111.118	8.49
7746	OCW	KOCW	35.5705	-77.0498	5.42
7747	ODC		37.7563	-120.8	0.61
7748	DMO	KDMO	38.7074	-93.1759	4.09
7749	DMN	KDMN	32.2623	-107.721	28.15
7750	KUK	PFKA	60.8744	-162.524	0.51
7751	ODM		39.2808	-79.3374	3.44
7752	ODW	KOKH	48.2515	-122.674	6.58
7753	OEO	KOEO	45.31	-92.6919	6.15
7754	DMA	KDMA	32.1665	-110.883	11.98
